yc,ys
0.663606199,1
0.898779417,1
0.511416817,1
0.438699313,1
0.48154513,1
0.649431232,1
0.980888689,1
0.471136095,1
0.51283225,1
0.488374801,1
0.477827394,1
